customer_id,recency,frequency,monetary,recency_cluster,frequency_cluster,monetary_cluster,final_score,segment
15351,13,227,1836.6900000000012,4,1,0,5,Master
15365,26,151,1330.4500000000005,4,1,0,5,Master
15373,19,137,2213.1100000000006,4,1,0,5,Master
15376,41,116,1221.56,4,1,0,5,Master
15416,3,193,3974.3699999999994,4,1,0,5,Master
15426,20,283,1386.58,4,1,0,5,Master
15427,48,292,1430.5399999999997,4,1,0,5,Master
15436,13,291,1067.75,4,1,0,5,Master
15444,9,214,1411.2100000000016,4,1,0,5,Master
15484,10,188,3559.2099999999996,4,1,0,5,Master
15494,22,122,1280.5800000000006,4,1,0,5,Master
15506,23,161,972.0800000000003,4,1,0,5,Master
15511,12,158,900.5300000000001,4,1,0,5,Master
15514,13,197,2907.4500000000016,4,1,0,5,Master
15518,39,216,1890.990000000001,4,1,0,5,Master
15521,35,200,2574.650000000001,4,1,0,5,Master
15525,18,158,719.47,4,1,0,5,Master
15527,19,165,2347.569999999999,4,1,0,5,Master
15530,22,107,1497.31,4,1,0,5,Master
15532,26,258,1500.8800000000028,4,1,0,5,Master
15544,2,261,3542.5099999999948,4,1,0,5,Master
15563,22,117,1319.6899999999998,4,1,0,5,Master
15570,11,326,4093.2699999999995,4,1,0,5,Master
15572,26,212,2533.42,4,1,0,5,Master
15581,32,148,3425.7700000000004,4,1,0,5,Master
15584,24,124,718.3599999999999,4,1,0,5,Master
15622,44,214,3224.5300000000016,4,1,0,5,Master
15628,25,157,2865.6400000000003,4,1,0,5,Master
15632,16,177,3147.3100000000013,4,1,0,5,Master
15673,1,138,2726.2300000000005,4,1,0,5,Master
15676,9,216,3324.09,4,1,0,5,Master
15679,25,110,781.2799999999999,4,1,0,5,Master
15687,24,168,2981.499999999999,4,1,0,5,Master
15707,44,205,916.9800000000001,4,1,0,5,Master
15708,41,282,3200.7299999999973,4,1,0,5,Master
15720,25,128,598.7300000000001,4,1,0,5,Master
15750,15,293,2448.7999999999993,4,1,0,5,Master
15755,1,149,2318.880000000002,4,1,0,5,Master
15764,0,188,3245.4700000000007,4,1,0,5,Master
15787,27,200,933.26,4,1,0,5,Master
15796,18,134,2663.66,4,1,0,5,Master
15804,12,274,3848.5499999999984,4,1,0,5,Master
15811,18,139,2171.3199999999997,4,1,0,5,Master
15819,50,123,1905.45,4,1,0,5,Master
15827,35,134,1641.4800000000005,4,1,0,5,Master
15845,18,140,3650.8699999999994,4,1,0,5,Master
15858,16,188,1427.5700000000008,4,1,0,5,Master
15860,41,139,965.1599999999993,4,1,0,5,Master
15872,15,108,316.25,4,1,0,5,Master
15877,18,128,437.83,4,1,0,5,Master
15901,17,111,351.7299999999999,4,1,0,5,Master
15906,20,151,1521.790000000001,4,1,0,5,Master
15910,16,266,1228.8799999999994,4,1,0,5,Master
15916,17,156,1466.0100000000004,4,1,0,5,Master
15919,20,122,525.6899999999995,4,1,0,5,Master
15932,1,119,2461.850000000001,4,1,0,5,Master
15955,25,185,4389.810000000001,4,1,0,5,Master
15965,18,111,808.8699999999999,4,1,0,5,Master
15974,5,177,3429.55,4,1,0,5,Master
15983,22,112,1465.12,4,1,0,5,Master
15987,13,128,1432.7700000000004,4,1,0,5,Master
15996,1,128,1016.6799999999995,4,1,0,5,Master
16005,13,201,578.7099999999989,4,1,0,5,Master
16011,2,210,3352.9600000000023,4,1,0,5,Master
16015,27,183,689.6999999999997,4,1,0,5,Master
16016,15,226,1440.060000000001,4,1,0,5,Master
16019,47,165,3450.2399999999993,4,1,0,5,Master
16049,41,299,1074.8099999999995,4,1,0,5,Master
16057,5,134,2140.2200000000003,4,1,0,5,Master
16076,23,131,2173.5299999999997,4,1,0,5,Master
16085,0,167,981.5099999999999,4,1,0,5,Master
16115,4,279,1660.8800000000017,4,1,0,5,Master
16143,35,118,2419.8399999999992,4,1,0,5,Master
16145,3,237,3741.9799999999955,4,1,0,5,Master
16150,1,136,1906.0699999999988,4,1,0,5,Master
16156,25,137,2994.6200000000013,4,1,0,5,Master
16170,51,127,1880.4199999999996,4,1,0,5,Master
16186,5,219,3991.9400000000032,4,1,0,5,Master
16201,17,115,1821.5199999999993,4,1,0,5,Master
16225,45,134,1096.32,4,1,0,5,Master
16240,10,142,3693.8100000000013,4,1,0,5,Master
16242,19,293,3574.9100000000008,4,1,0,5,Master
16255,17,274,2609.2999999999993,4,1,0,5,Master
16261,17,119,728.5399999999998,4,1,0,5,Master
16271,16,131,1398.69,4,1,0,5,Master
16279,22,108,1489.8800000000006,4,1,0,5,Master
16283,32,168,1531.509999999999,4,1,0,5,Master
16293,22,120,2236.7400000000002,4,1,0,5,Master
16326,16,301,3014.2200000000034,4,1,0,5,Master
16327,15,317,3820.27,4,1,0,5,Master
16332,29,152,1572.8000000000002,4,1,0,5,Master
16369,19,117,1545.41,4,1,0,5,Master
16376,18,125,965.4700000000006,4,1,0,5,Master
16379,19,109,2131.9000000000005,4,1,0,5,Master
16401,15,198,4061.239999999999,4,1,0,5,Master
16407,13,168,2079.680000000002,4,1,0,5,Master
16409,3,231,2022.9800000000016,4,1,0,5,Master
16434,48,107,1511.8000000000006,4,1,0,5,Master
16438,27,132,798.3499999999997,4,1,0,5,Master
16440,52,282,3640.669999999999,4,1,0,5,Master
16458,1,202,3482.7400000000002,4,1,0,5,Master
16460,29,132,811.2299999999997,4,1,0,5,Master
16464,20,230,1298.6600000000008,4,1,0,5,Master
16466,4,146,1595.9600000000007,4,1,0,5,Master
16469,24,171,625.42,4,1,0,5,Master
16470,52,165,747.82,4,1,0,5,Master
16497,50,136,2965.690000000001,4,1,0,5,Master
16511,22,159,918.3299999999998,4,1,0,5,Master
16515,3,111,1624.1400000000006,4,1,0,5,Master
16533,20,180,1014.1899999999995,4,1,0,5,Master
16570,16,133,3622.9500000000007,4,1,0,5,Master
16592,13,222,4073.2799999999993,4,1,0,5,Master
16607,0,174,3038.670000000001,4,1,0,5,Master
16626,23,184,4379.6500000000015,4,1,0,5,Master
16633,4,153,2878.1500000000005,4,1,0,5,Master
16655,9,258,3789.519999999997,4,1,0,5,Master
16657,10,192,874.4299999999996,4,1,0,5,Master
16669,24,157,1344.8800000000006,4,1,0,5,Master
16670,0,262,4022.4600000000028,4,1,0,5,Master
16678,2,170,3013.8300000000013,4,1,0,5,Master
16717,9,235,3263.06,4,1,0,5,Master
16719,15,198,1753.7200000000007,4,1,0,5,Master
16726,27,178,1358.7400000000011,4,1,0,5,Master
16728,47,263,1048.2799999999997,4,1,0,5,Master
16743,5,192,2166.8800000000006,4,1,0,5,Master
16744,12,236,1291.9099999999992,4,1,0,5,Master
16775,11,157,1691.5100000000018,4,1,0,5,Master
16782,11,190,2230.2999999999997,4,1,0,5,Master
16791,39,316,1690.280000000002,4,1,0,5,Master
16794,4,280,1175.300000000001,4,1,0,5,Master
16800,12,156,1162.6499999999999,4,1,0,5,Master
16801,37,120,842.3300000000002,4,1,0,5,Master
16809,24,150,912.74,4,1,0,5,Master
16818,11,191,3317.9700000000003,4,1,0,5,Master
16837,30,166,3167.7300000000014,4,1,0,5,Master
16869,23,128,797.3199999999998,4,1,0,5,Master
16871,22,139,2761.49,4,1,0,5,Master
16875,6,123,2023.47,4,1,0,5,Master
16877,13,156,846.6199999999997,4,1,0,5,Master
16898,27,158,436.68,4,1,0,5,Master
16899,20,123,1271.0599999999995,4,1,0,5,Master
16905,20,200,3020.6499999999996,4,1,0,5,Master
16916,24,136,562.4100000000002,4,1,0,5,Master
16918,50,130,1043.3399999999997,4,1,0,5,Master
16919,6,326,2592.2499999999995,4,1,0,5,Master
16928,32,208,2748.599999999998,4,1,0,5,Master
16938,4,236,1878.430000000001,4,1,0,5,Master
16940,53,305,3049.880000000001,4,1,0,5,Master
16942,13,279,1878.5100000000016,4,1,0,5,Master
16945,0,249,4345.500000000007,4,1,0,5,Master
16983,4,144,1894.82,4,1,0,5,Master
16987,42,128,1616.8000000000004,4,1,0,5,Master
17001,23,169,3989.5700000000006,4,1,0,5,Master
17015,29,214,1838.6099999999994,4,1,0,5,Master
17019,12,228,1258.080000000001,4,1,0,5,Master
17069,3,154,2655.2200000000007,4,1,0,5,Master
17071,1,148,2385.480000000001,4,1,0,5,Master
17073,18,174,1446.09,4,1,0,5,Master
17088,29,115,1991.009999999999,4,1,0,5,Master
17092,50,124,1774.0300000000007,4,1,0,5,Master
17097,11,213,937.9199999999998,4,1,0,5,Master
17109,45,120,865.9299999999998,4,1,0,5,Master
17131,48,134,2463.170000000001,4,1,0,5,Master
17160,6,229,3518.0299999999993,4,1,0,5,Master
17164,33,145,2466.4000000000005,4,1,0,5,Master
17180,6,128,768.3200000000002,4,1,0,5,Master
17191,29,236,2093.680000000001,4,1,0,5,Master
17203,53,148,3560.0799999999995,4,1,0,5,Master
17211,4,213,2299.670000000001,4,1,0,5,Master
17213,38,164,2741.079999999998,4,1,0,5,Master
17218,12,271,1951.9700000000003,4,1,0,5,Master
17228,16,208,1906.0900000000015,4,1,0,5,Master
17254,16,111,271.19000000000005,4,1,0,5,Master
17265,4,122,550.0099999999998,4,1,0,5,Master
17272,43,116,2144.5299999999997,4,1,0,5,Master
17284,32,293,1636.580000000002,4,1,0,5,Master
17287,27,122,1049.0600000000004,4,1,0,5,Master
17288,10,140,1417.6300000000012,4,1,0,5,Master
17293,0,132,1854.0600000000004,4,1,0,5,Master
17314,0,136,2514.76,4,1,0,5,Master
17323,15,199,894.4400000000004,4,1,0,5,Master
17348,15,213,1156.600000000001,4,1,0,5,Master
17360,18,125,568.2400000000002,4,1,0,5,Master
17368,24,124,1315.7200000000012,4,1,0,5,Master
17372,41,251,1337.1800000000012,4,1,0,5,Master
17419,12,208,4200.969999999999,4,1,0,5,Master
17422,4,135,1853.1299999999997,4,1,0,5,Master
17434,10,138,2333.420000000001,4,1,0,5,Master
17444,33,135,2940.0400000000013,4,1,0,5,Master
17449,0,278,2503.2099999999996,4,1,0,5,Master
17451,10,107,1648.9500000000003,4,1,0,5,Master
17459,44,111,657.3,4,1,0,5,Master
17463,17,212,1860.8100000000018,4,1,0,5,Master
17491,15,110,3541.9200000000005,4,1,0,5,Master
17516,2,135,764.8800000000001,4,1,0,5,Master
17528,0,260,3540.1000000000017,4,1,0,5,Master
17545,44,141,642.3199999999999,4,1,0,5,Master
17566,26,142,869.7700000000004,4,1,0,5,Master
17571,51,271,1425.6700000000017,4,1,0,5,Master
17589,33,253,2404.170000000001,4,1,0,5,Master
17590,18,196,1468.02,4,1,0,5,Master
17596,24,265,2806.689999999999,4,1,0,5,Master
17609,41,234,1097.4800000000002,4,1,0,5,Master
17612,54,142,1992.759999999999,4,1,0,5,Master
17625,19,306,2020.4000000000008,4,1,0,5,Master
17629,19,124,1784.1200000000008,4,1,0,5,Master
17634,35,296,2358.590000000004,4,1,0,5,Master
17644,32,169,2768.9799999999996,4,1,0,5,Master
17651,12,239,3886.670000000001,4,1,0,5,Master
17659,18,161,2954.7500000000014,4,1,0,5,Master
17667,5,117,2055.5099999999993,4,1,0,5,Master
17672,44,115,3106.6200000000003,4,1,0,5,Master
17682,11,119,2459.3300000000004,4,1,0,5,Master
17685,1,127,3155.8299999999995,4,1,0,5,Master
17696,1,126,2201.050000000001,4,1,0,5,Master
17700,17,146,2508.89,4,1,0,5,Master
17705,38,108,1781.1199999999992,4,1,0,5,Master
17725,17,198,3371.1300000000006,4,1,0,5,Master
17728,22,169,2515.680000000001,4,1,0,5,Master
17744,26,137,2291.079999999999,4,1,0,5,Master
17769,13,307,3920.0799999999995,4,1,0,5,Master
17777,25,190,647.56,4,1,0,5,Master
17790,3,189,1964.3000000000013,4,1,0,5,Master
17797,23,111,780.4300000000003,4,1,0,5,Master
17802,4,147,1251.84,4,1,0,5,Master
17812,13,133,699.8100000000001,4,1,0,5,Master
17827,36,215,1987.3300000000008,4,1,0,5,Master
17837,30,165,1508.3800000000008,4,1,0,5,Master
17838,27,132,2267.4000000000005,4,1,0,5,Master
17861,25,220,2056.28,4,1,0,5,Master
17863,30,148,3159.9999999999995,4,1,0,5,Master
17870,15,271,1860.9400000000014,4,1,0,5,Master
17883,15,142,664.3399999999995,4,1,0,5,Master
17961,1,249,1296.4400000000012,4,1,0,5,Master
17965,9,325,2599.1899999999982,4,1,0,5,Master
17974,25,165,703.9899999999997,4,1,0,5,Master
17975,16,294,4388.060000000002,4,1,0,5,Master
18034,22,110,418.68000000000006,4,1,0,5,Master
18043,25,115,529.2899999999996,4,1,0,5,Master
18075,24,153,2538.7200000000007,4,1,0,5,Master
18077,32,223,2584.409999999999,4,1,0,5,Master
18079,46,123,3613.1499999999974,4,1,0,5,Master
18096,12,196,849.0599999999997,4,1,0,5,Master
18145,13,221,2861.5500000000006,4,1,0,5,Master
18156,13,122,675.6399999999998,4,1,0,5,Master
18180,1,119,1843.75,4,1,0,5,Master
18210,10,134,2621.379999999999,4,1,0,5,Master
18219,43,115,2019.7700000000004,4,1,0,5,Master
18245,5,177,2507.5599999999995,4,1,0,5,Master
18257,40,123,2265.38,4,1,0,5,Master
18272,3,170,3064.78,4,1,0,5,Master
12408,128,113,2842.57,3,1,0,4,Master
12423,89,126,1849.1100000000001,3,1,0,4,Master
12560,101,111,2101.3900000000003,3,1,0,4,Master
12613,58,163,3218.979999999998,3,1,0,4,Master
12721,80,164,2628.980000000001,3,1,0,4,Master
12840,65,116,2714.269999999999,3,1,0,4,Master
12843,66,108,1680.76,3,1,0,4,Master
12949,90,219,4143.020000000001,3,1,0,4,Master
13077,119,111,728.0200000000001,3,1,0,4,Master
13141,85,136,2385.7999999999993,3,1,0,4,Master
13317,94,135,2140.0699999999993,3,1,0,4,Master
13327,113,109,3617.5699999999983,3,1,0,4,Master
13334,83,265,3502.319999999998,3,1,0,4,Master
13373,61,158,3312.2500000000005,3,1,0,4,Master
13505,73,227,4282.879999999999,3,1,0,4,Master
13507,108,162,2479.159999999999,3,1,0,4,Master
13548,67,123,678.16,3,1,0,4,Master
13552,82,121,3539.530000000001,3,1,0,4,Master
13555,74,135,4098.880000000003,3,1,0,4,Master
13593,109,128,1965.0800000000008,3,1,0,4,Master
13764,71,207,1519.42,3,1,0,4,Master
13769,60,143,2771.869999999999,3,1,0,4,Master
13804,79,135,2588.3900000000003,3,1,0,4,Master
13838,118,165,674.8199999999998,3,1,0,4,Master
13869,124,304,3083.6500000000037,3,1,0,4,Master
13901,73,149,2867.2,3,1,0,4,Master
13911,58,148,2580.909999999999,3,1,0,4,Master
13956,55,147,1019.2700000000003,3,1,0,4,Master
14016,125,162,4328.46,3,1,0,4,Master
14081,69,153,891.7699999999999,3,1,0,4,Master
14146,82,245,2949.57,3,1,0,4,Master
14224,111,113,1009.73,3,1,0,4,Master
14243,92,148,2535.8799999999987,3,1,0,4,Master
14360,121,117,2118.03,3,1,0,4,Master
14387,75,139,1727.6000000000013,3,1,0,4,Master
